floor;1;2;1;b.t1-2-1;75.4;3; ;1
floor;2;2;1;b.t1-2-1;69.3;2; ;2
floor;3;2;1;b.t1-2-1;96.1;4; ;3
floor;4;2;1;b.t1-2-1;26.4;0; ;4
floor;5;2;1;b.t1-2-1;26.6;0; ;5
floor;6;2;1;b.t1-2-1;56.8;2; ;6
floor;7;2;1;b.t1-2-1;38.4;1; ;7
floor;8;2;1;b.t1-2-1;26.5;0; ;8
floor;9;2;1;b.t1-2-1;41.3;1; ;9
floor;10;2;1;b.t1-2-1;90;3; ;10
floor;11;3;1;b.t1-2-1;75.4;3; ;1
floor;12;3;1;b.t1-2-1;69.3;2; ;2
floor;13;3;1;b.t1-2-1;96.1;4; ;3
floor;14;3;1;b.t1-2-1;26.4;0; ;4
floor;15;3;1;b.t1-2-1;26.6;0; ;5
floor;16;3;1;b.t1-2-1;56.8;2; ;6
floor;17;3;1;b.t1-2-1;38.4;1; ;7
floor;18;3;1;b.t1-2-1;26.5;0; ;8
floor;19;3;1;b.t1-2-1;41.3;1; ;9
floor;20;3;1;b.t1-2-1;90;3; ;10
floor;21;4;1;b.t1-2-1;75.4;3; ;1
floor;22;4;1;b.t1-2-1;69.3;2; ;2
floor;23;4;1;b.t1-2-1;96.1;4; ;3
floor;24;4;1;b.t1-2-1;26.4;0; ;4
floor;25;4;1;b.t1-2-1;26.6;0; ;5
floor;26;4;1;b.t1-2-1;56.8;2; ;6
floor;27;4;1;b.t1-2-1;38.4;1; ;7
floor;28;4;1;b.t1-2-1;26.5;0; ;8
floor;29;4;1;b.t1-2-1;41.3;1; ;9
floor;30;4;1;b.t1-2-1;90;3; ;10
floor;31;5;1;b.t1-2-1;75.4;3; ;1
floor;32;5;1;b.t1-2-1;69.3;2; ;2
floor;33;5;1;b.t1-2-1;96.1;4; ;3
floor;34;5;1;b.t1-2-1;26.4;0; ;4
floor;35;5;1;b.t1-2-1;26.6;0; ;5
floor;36;5;1;b.t1-2-1;56.8;2; ;6
floor;37;5;1;b.t1-2-1;38.4;1; ;7
floor;38;5;1;b.t1-2-1;26.5;0; ;8
floor;39;5;1;b.t1-2-1;41.3;1; ;9
floor;40;5;1;b.t1-2-1;90;3; ;10
floor;41;6;1;b.t1-2-1;75.4;3; ;1
floor;42;6;1;b.t1-2-1;69.3;2; ;2
floor;43;6;1;b.t1-2-1;96.1;4; ;3
floor;44;6;1;b.t1-2-1;26.4;0; ;4
floor;45;6;1;b.t1-2-1;26.6;0; ;5
floor;46;6;1;b.t1-2-1;56.8;2; ;6
floor;47;6;1;b.t1-2-1;38.4;1; ;7
floor;48;6;1;b.t1-2-1;26.5;0; ;8
floor;49;6;1;b.t1-2-1;41.3;1; ;9
floor;50;6;1;b.t1-2-1;90;3; ;10
floor;51;7;1;b.t1-2-1;75.4;3; ;1
floor;52;7;1;b.t1-2-1;69.3;2; ;2
floor;53;7;1;b.t1-2-1;96.1;4; ;3
floor;54;7;1;b.t1-2-1;26.4;0; ;4
floor;55;7;1;b.t1-2-1;26.6;0; ;5
floor;56;7;1;b.t1-2-1;56.8;2; ;6
floor;57;7;1;b.t1-2-1;38.4;1; ;7
floor;58;7;1;b.t1-2-1;26.5;0; ;8
floor;59;7;1;b.t1-2-1;41.3;1; ;9
floor;60;7;1;b.t1-2-1;90;3; ;10
floor;61;8;1;b.t1-2-1;75.4;3; ;1
floor;62;8;1;b.t1-2-1;69.3;2; ;2
floor;63;8;1;b.t1-2-1;96.1;4; ;3
floor;64;8;1;b.t1-2-1;26.4;0; ;4
floor;65;8;1;b.t1-2-1;26.6;0; ;5
floor;66;8;1;b.t1-2-1;56.8;2; ;6
floor;67;8;1;b.t1-2-1;38.4;1; ;7
floor;68;8;1;b.t1-2-1;26.5;0; ;8
floor;69;8;1;b.t1-2-1;41.3;1; ;9
floor;70;8;1;b.t1-2-1;90;3; ;10
floor;71;9;1;b.t1-2-1;75.4;3; ;1
floor;72;9;1;b.t1-2-1;69.3;2; ;2
floor;73;9;1;b.t1-2-1;96.1;4; ;3
floor;74;9;1;b.t1-2-1;26.4;0; ;4
floor;75;9;1;b.t1-2-1;26.6;0; ;5
floor;76;9;1;b.t1-2-1;56.8;2; ;6
floor;77;9;1;b.t1-2-1;38.4;1; ;7
floor;78;9;1;b.t1-2-1;26.5;0; ;8
floor;79;9;1;b.t1-2-1;41.3;1; ;9
floor;80;9;1;b.t1-2-1;90;3; ;10
floor;81;10;1;b.t1-2-1;75.4;3; ;1
floor;82;10;1;b.t1-2-1;69.3;2; ;2
floor;83;10;1;b.t1-2-1;96.1;4; ;3
floor;84;10;1;b.t1-2-1;26.4;0; ;4
floor;85;10;1;b.t1-2-1;26.6;0; ;5
floor;86;10;1;b.t1-2-1;56.8;2; ;6
floor;87;10;1;b.t1-2-1;38.4;1; ;7
floor;88;10;1;b.t1-2-1;26.5;0; ;8
floor;89;10;1;b.t1-2-1;41.3;1; ;9
floor;90;10;1;b.t1-2-1;90;3; ;10
floor;91;11;1;b.t1-2-1;75.4;3; ;1
floor;92;11;1;b.t1-2-1;69.3;2; ;2
floor;93;11;1;b.t1-2-1;96.1;4; ;3
floor;94;11;1;b.t1-2-1;26.4;0; ;4
floor;95;11;1;b.t1-2-1;26.6;0; ;5
floor;96;11;1;b.t1-2-1;56.8;2; ;6
floor;97;11;1;b.t1-2-1;38.4;1; ;7
floor;98;11;1;b.t1-2-1;26.5;0; ;8
floor;99;11;1;b.t1-2-1;41.3;1; ;9
floor;100;11;1;b.t1-2-1;90;3; ;10
floor;101;12;1;b.t1-2-1;75.4;3; ;1
floor;102;12;1;b.t1-2-1;69.3;2; ;2
floor;103;12;1;b.t1-2-1;96.1;4; ;3
floor;104;12;1;b.t1-2-1;26.4;0; ;4
floor;105;12;1;b.t1-2-1;26.6;0; ;5
floor;106;12;1;b.t1-2-1;56.8;2; ;6
floor;107;12;1;b.t1-2-1;38.4;1; ;7
floor;108;12;1;b.t1-2-1;26.5;0; ;8
floor;109;12;1;b.t1-2-1;41.3;1; ;9
floor;110;12;1;b.t1-2-1;90;3; ;10
floor;111;13;1;b.t1-2-1;75.4;3; ;1
floor;112;13;1;b.t1-2-1;69.3;2; ;2
floor;113;13;1;b.t1-2-1;96.1;4; ;3
floor;114;13;1;b.t1-2-1;26.4;0; ;4
floor;115;13;1;b.t1-2-1;26.6;0; ;5
floor;116;13;1;b.t1-2-1;56.8;2; ;6
floor;117;13;1;b.t1-2-1;38.4;1; ;7
floor;118;13;1;b.t1-2-1;26.5;0; ;8
floor;119;13;1;b.t1-2-1;41.3;1; ;9
floor;120;13;1;b.t1-2-1;90;3; ;10
floor;121;14;1;b.t1-2-1;75.4;3; ;1
floor;122;14;1;b.t1-2-1;69.3;2; ;2
floor;123;14;1;b.t1-2-1;96.1;4; ;3
floor;124;14;1;b.t1-2-1;26.4;0; ;4
floor;125;14;1;b.t1-2-1;26.6;0; ;5
floor;126;14;1;b.t1-2-1;56.8;2; ;6
floor;127;14;1;b.t1-2-1;38.4;1; ;7
floor;128;14;1;b.t1-2-1;26.5;0; ;8
floor;129;14;1;b.t1-2-1;41.3;1; ;9
floor;130;14;1;b.t1-2-1;90;3; ;10
floor;131;15;1;b.t1-2-1;75.4;3; ;1
floor;132;15;1;b.t1-2-1;69.3;2; ;2
floor;133;15;1;b.t1-2-1;96.1;4; ;3
floor;134;15;1;b.t1-2-1;26.4;0; ;4
floor;135;15;1;b.t1-2-1;26.6;0; ;5
floor;136;15;1;b.t1-2-1;56.8;2; ;6
floor;137;15;1;b.t1-2-1;38.4;1; ;7
floor;138;15;1;b.t1-2-1;26.5;0; ;8
floor;139;15;1;b.t1-2-1;41.3;1; ;9
floor;140;15;1;b.t1-2-1;90;3; ;10
floor;141;16;1;b.t1-2-1;75.4;3; ;1
floor;142;16;1;b.t1-2-1;69.3;2; ;2
floor;143;16;1;b.t1-2-1;96.1;4; ;3
floor;144;16;1;b.t1-2-1;26.4;0; ;4
floor;145;16;1;b.t1-2-1;26.6;0; ;5
floor;146;16;1;b.t1-2-1;56.8;2; ;6
floor;147;16;1;b.t1-2-1;38.4;1; ;7
floor;148;16;1;b.t1-2-1;26.5;0; ;8
floor;149;16;1;b.t1-2-1;41.3;1; ;9
floor;150;16;1;b.t1-2-1;90;3; ;10
floor;151;17;1;b.t1-2-1;75.4;3; ;1
floor;152;17;1;b.t1-2-1;69.3;2; ;2
floor;153;17;1;b.t1-2-1;96.1;4; ;3
floor;154;17;1;b.t1-2-1;26.4;0; ;4
floor;155;17;1;b.t1-2-1;26.6;0; ;5
floor;156;17;1;b.t1-2-1;56.8;2; ;6
floor;157;17;1;b.t1-2-1;38.4;1; ;7
