floor;256;25;1;b.t3-1-1;61.1;2;2R20L;10
floor;255;25;1;b.t3-1-1;42.6;1;1R21L;9
floor;254;25;1;b.t3-1-1;22.8;0;1S22L;8
floor;253;25;1;b.t3-1-1;41.5;1;1R21L;7
floor;252;25;1;b.t3-1-1;60.9;2;1R25L;6
floor;251;25;1;b.t3-1-1;39.3;1;1R22L;5
floor;250;25;1;b.t3-1-1;60.9;2;1R25L;4
floor;249;25;1;b.t3-1-1;44.1;1;1R23L;3
floor;248;25;1;b.t3-1-1;52.8;1;;2
floor;247;25;1;b.t3-1-1;78.1;3;3Á3;1
floor;246;24;1;b.t3-1-1;61.1;2;2R20L;10
floor;245;24;1;b.t3-1-1;42.6;1;1R21L;9
floor;244;24;1;b.t3-1-1;22.8;0;1S22L;8
floor;243;24;1;b.t3-1-1;41.5;1;1R21L;7
floor;242;24;1;b.t3-1-1;66.7;2;2R26L;6
floor;241;24;1;b.t3-1-1;39.3;1;1R22L;5
floor;240;24;1;b.t3-1-1;60.9;2;1R25L;4
floor;239;24;1;b.t3-1-1;44.1;1;1R23L;3
floor;238;24;1;b.t3-1-1;52.8;1;;2
floor;237;24;1;b.t3-1-1;78.1;3;3Á3;1
floor;236;23;1;b.t3-1-1;61.1;2;2R20L;10
floor;235;23;1;b.t3-1-1;42.6;1;1R21L;9
floor;234;23;1;b.t3-1-1;22.8;0;1S22L;8
floor;233;23;1;b.t3-1-1;41.5;1;1R21L;7
floor;232;23;1;b.t3-1-1;66.7;2;2R26L;6
floor;231;23;1;b.t3-1-1;39.3;1;1R22L;5
floor;230;23;1;b.t3-1-1;60.9;2;1R25L;4
floor;229;23;1;b.t3-1-1;44.1;1;1R23L;3
floor;228;23;1;b.t3-1-1;52.8;1;;2
floor;227;23;1;b.t3-1-1;78.1;3;3Á3;1
floor;226;22;1;b.t3-1-1;61.1;2;2R20L;10
floor;225;22;1;b.t3-1-1;42.6;1;1R21L;9
floor;224;22;1;b.t3-1-1;22.8;0;1S22L;8
floor;223;22;1;b.t3-1-1;41.5;1;1R21L;7
floor;222;22;1;b.t3-1-1;66.7;2;2R26L;6
floor;221;22;1;b.t3-1-1;39.3;1;1R22L;5
floor;220;22;1;b.t3-1-1;60.9;2;1R25L;4
floor;219;22;1;b.t3-1-1;44.1;1;1R23L;3
floor;218;22;1;b.t3-1-1;52.8;1;;2
floor;217;22;1;b.t3-1-1;78.1;3;3Á3;1
floor;216;21;1;b.t3-1-1;61.1;2;2R20L;10
floor;215;21;1;b.t3-1-1;42.6;1;1R21L;9
floor;214;21;1;b.t3-1-1;22.8;0;1S22L;8
floor;213;21;1;b.t3-1-1;41.5;1;1R21L;7
floor;212;21;1;b.t3-1-1;66.7;2;2R26L;6
floor;211;21;1;b.t3-1-1;39.3;1;1R22L;5
floor;210;21;1;b.t3-1-1;60.9;2;1R25L;4
floor;209;21;1;b.t3-1-1;44.1;1;1R23L;3
floor;208;21;1;b.t3-1-1;52.8;1;;2
floor;207;21;1;b.t3-1-1;78.1;3;3Á3;1
floor;206;20;1;b.t3-1-1;61.1;2;2R20L;10
floor;205;20;1;b.t3-1-1;42.6;1;1R21L;9
floor;204;20;1;b.t3-1-1;22.8;0;1S22L;8
floor;203;20;1;b.t3-1-1;41.5;1;1R21L;7
floor;202;20;1;b.t3-1-1;66.7;2;2R26L;6
floor;201;20;1;b.t3-1-1;39.3;1;1R22L;5
floor;200;20;1;b.t3-1-1;60.9;2;1R25L;4
floor;199;20;1;b.t3-1-1;44.1;1;1R23L;3
floor;198;20;1;b.t3-1-1;52.8;1;;2
floor;197;20;1;b.t3-1-1;78.1;3;3Á3;1
floor;196;19;1;b.t3-1-1;61.1;2;2R20L;10
floor;195;19;1;b.t3-1-1;42.6;1;1R21L;9
floor;194;19;1;b.t3-1-1;22.8;0;1S22L;8
floor;193;19;1;b.t3-1-1;41.5;1;1R21L;7
floor;192;19;1;b.t3-1-1;66.7;2;2R26L;6
floor;191;19;1;b.t3-1-1;39.3;1;1R22L;5
floor;190;19;1;b.t3-1-1;60.9;2;1R25L;4
floor;189;19;1;b.t3-1-1;44.1;1;1R23L;3
floor;188;19;1;b.t3-1-1;52.8;1;;2
floor;187;19;1;b.t3-1-1;78.1;3;3Á3;1
floor;186;18;1;b.t3-1-1;72.3;2;2R21L;10
floor;185;18;1;b.t3-1-1;42.6;1;1R21L;9
floor;184;18;1;b.t3-1-1;22.8;0;1S22L;8
floor;183;18;1;b.t3-1-1;41.5;1;1R21L;7
floor;182;18;1;b.t3-1-1;66.7;2;2R26L;6
floor;181;18;1;b.t3-1-1;39.3;1;1R22L;5
floor;180;18;1;b.t3-1-1;67.3;2;2R26L;4
floor;179;18;1;b.t3-1-1;42.3;1;1R21L;3
floor;178;18;1;b.t3-1-1;42.3;1;;2
floor;177;18;1;b.t3-1-1;78.1;3;3Á3;1
floor;176;17;1;b.t3-1-1;61.1;2;2R20L;10
floor;175;17;1;b.t3-1-1;42.6;1;1R21L;9
floor;174;17;1;b.t3-1-1;22.8;0;1S22L;8
floor;173;17;1;b.t3-1-1;41.5;1;1R21L;7
floor;172;17;1;b.t3-1-1;60.9;2;1R25L;6
floor;171;17;1;b.t3-1-1;39.3;1;1R22L;5
floor;170;17;1;b.t3-1-1;67.3;2;2R26L;4
floor;169;17;1;b.t3-1-1;42.3;1;1R21L;3
floor;168;17;1;b.t3-1-1;42.3;1;;2
floor;167;17;1;b.t3-1-1;78.1;3;3Á3;1
floor;166;16;1;b.t3-1-1;61.1;2;2R20L;10
floor;165;16;1;b.t3-1-1;42.6;1;1R21L;9
floor;164;16;1;b.t3-1-1;22.8;0;1S22L;8
floor;163;16;1;b.t3-1-1;41.5;1;1R21L;7
floor;162;16;1;b.t3-1-1;60.9;2;1R25L;6
floor;161;16;1;b.t3-1-1;39.3;1;1R22L;5
floor;160;16;1;b.t3-1-1;67.3;2;2R26L;4
floor;159;16;1;b.t3-1-1;42.3;1;1R21L;3
floor;158;16;1;b.t3-1-1;42.3;1;;2
floor;157;16;1;b.t3-1-1;78.1;3;3Á3;1
floor;156;15;1;b.t3-1-1;61.1;2;2R20L;11
floor;155;15;1;b.t3-1-1;42.6;1;1R21L;10
floor;154;15;1;b.t3-1-1;22.8;0;1S22L;9
