Л1;l1;1;1;1
Л2;l2;1;1;5
Т1;t1;1;1;9
Т2;t2;1;1;16
Т3;t3;1;1;21
Т4;t4;1;1;26
Т5;t5;1;1;31
Б1;b1;2;1;36
Б2;b2;2;1;41
Б3;b3;2;1;46
Т1;t1;2;1;51
М1;m1;2;1;57
М2;m2;2;1;62
М3;m3;2;1;67
М4;m4;2;1;71
М5;m5;2;1;75
М6;m6;2;1;78
М7;m7;2;1;84
Б2;b2;3;1;89
Б2;b2;3;2;94
Т1;t1;3;1;99
