1;2;1;3
2;3;1;3
3;4;1;11
4;5;1;23
5;6;1;21
6;7;1;3
7;8;1;2
8;9;1;19
9;10;1;8
10;11;1;14
11;12;1;10
12;16;1;10
13;17;1;8
14;18;1;66
15;19;1;5
16;20;1;7
17;21;1;57
18;22;1;33
19;23;1;17
20;24;1;47
21;25;1;19
22;26;1;11
23;27;1;16
24;28;1;3
25;29;1;30
26;30;1;12
27;31;1;12
28;32;1;1
29;33;1;50
