i.tpu;105
i.outMCAD;106
i.outCenter;107
i.inMCAD;108
i.inMCAD;109
i.intellect;110
i.mggu;111
i.pool;112
i.icePalace;113
i.sportSreda;114
i.run;115
i.velo;116
i.tennis;117
i.fitness;118
i.fok;119
i.auchan;120
i.leroy;121
i.karach;122
i.cafe;123
i.playground;124
i.amphiteather;125
i.hills;126
i.park;127
i.allBuildings;129
i.allInfrastructure;130
i.infrTransport;131
i.intfStudy;132
i.infrSport;133
i.infrBITZ;134
i.infrRelax;135
